"0","接続エラー","接続エラー","接続エラー","接続エラー","接続エラー","接続エラー","接続エラー"
"flat_0825","@flat_0825","ふらっと@双極性障害なおじさん @flat_0825 【双極性障害と共に生きてます】適応障害→気分変調症→うつ病→双極性障害と渡り歩いてきたおじさん / うつ病の妻と二人三脚 / 精神疾患の方やしんどい思いをしてる方と仲良くなりたい /  日常や精神疾患、自己肯定感について発信 / フォローよろしくお願いします / Kindle 書籍3冊出版","ご無沙汰です。  半年振りぐらいのツイートです。  4月に転職しました。  けど、頭が働かなくなって、先々週から休んでます。  まだ物忘れや言葉がでてこないといった症状は残ってますが、なんとか生きてます。  みなさんもお体にお気をつけください。","1713 ","-","122","1"
"EriPureStar1212","@EriPureStar1212","ピュアヒーラー @EriPureStar1212 12月22日1時、神聖な介入の立ち上げ瞑想は25万人参加毎月満月にも継続中です惑星解放の署名を世界中で大募集私は善良な銀河系の生命体との物理的なファーストコンタクトが今すぐに実行されるように宣言し命じます今こそ神聖な介入を命じます心の鎧を脱いで今ココでピュアで透明な心地よい雄大な０意識に戻る","女神始動～  女性の尊厳を取り戻し 女神性の開花と活性化に役立つことをしたい  私は惑星に女神満ち満ちプロジェクトの一つとして、 2021年は女神フェス創造から携わり、 2022年は本格的に女神本領発揮の時  きっかけの一つのツールとして 女神フェスプロジェクト ぜひ愛の参加協力ください","9856 ","-","16","5"
"magarin_niko","@magarin_niko","まがりん|イラストで繋がる輪 @magarin_niko 子どもに背中で語れる生き方のデザインを／子どもの肌着のイラストデザインが本業／デザイナー歴10年／新卒の時に父が亡くなる／利益を求めず人に与える生き方を初めて尊敬／アイコン・ヘッダーのご依頼70件以上／ただ描くだけでなくご縁が繋がるイラストを／月一アイコン作成企画を実施中／夢に向かってひた走る道筋を、共に描きましょう","新しい挑戦は正直ストレス。一つ一つの作業に時間を要し、行ったり来たりの繰り返し。時にイラだち、何度も投げ出しそうになる。それでもその壁を越えないことには次への扉は開かない。結局繰り返しが一番の近道。「すぐに上手くいかなくて当然だよ」昨日子どもに伝えたことが今日の私を励ましている","2310 ","112","147","56"
"finewezar","@finewezar","kai @finewezar 140文字の自分の詩世界。","偽りの夜  あなたを想いて星を見る 行方知れずの流れ星 願えば届く君の元 遥かと彼方の今の先 幸せ願って星を見る けれど今宵は曇り空 星はあれども見えはせぬ 晴れろと祈るも雨模様 悲しみ超えて笑みこぼれ 微笑み超えて泪する 雨に泪に濡れ行くも 今は言葉なくしてなるがまま #詩","1724 ","688","114","4"
"BUdhiSQgjmgiLbH","@BUdhiSQgjmgiLbH","ゆう @BUdhiSQgjmgiLbH #パニック障害 #うつ病 #睡眠障害  福祉職にて過労･パワハラからパニック障害→睡眠障害→うつ病。クリニックに通うも副作用に苦しむ→減薬→断薬→ #離脱症状 ( #慢性疲労症候群)で苦しみ中。介護職で腰痛もち。趣味 #手工芸  50代、 #断薬 #抗うつ薬 #ハンドメイド","小学生の時こういう奴いたいたwwww","9584 ","419","564","6217"
"otokohone23","@otokohone23","男の本音 @otokohone23 男の本音！あなたの恋愛がかわる。","どーするどーするって言って 中々予定決まらない子より その時のノリで、～行こう！ とか言ってノリで行動しちゃったり、今日暇？遊び行かない？的なノリで会える子のが好きだし楽。","3625 ","108","3","0"
"cocopics_tsa","@cocopics_tsa","???? @cocopics_tsa ?????-????? | ????? ?????????? |???????? ?-???Ⅱ | ?????? ?????? s?? ???... |のんびり投稿中??","海中世界。","1908 ","197","198","31"
"kuu73114","@kuu73114","kuu? @kuu73114 10歳12歳16歳3姉妹ママ 2022.6.27～本アカSTART年齢性別関係なくたくさんの方と繋がりたいですご縁に感謝今は激務だけど時間とお金の余裕できたら旅行する！プラス思考でポジティブになる！目標持って突き進みます！DM #フォロバ #相互フォロー #kpop","【感謝企画】 ／ フォロワー1000人突破 いつも本当にありがとうございます ＼  参加条件 ・フォロワー様(新規可) ・この投稿にRT＆リプ ・いいねも大歓迎  お返し ・固ツイRT ・いいね3つ  期限1月29日(日曜日)23時59分まで  たくさんの参加お待ちしてます #おは戦50129jn","4336 ","178","80","34"
"senkonman","@senkonman","戦略コンサルマン @senkonman 本アカウントでは戦略コンサルの日常の他、コンサルあるあるや、世の中の動きに対する洞察を発信致します","私の場合、週のバックログは①金曜日深夜、②土曜日朝、③土曜日深夜、④土曜日昼、⑤日曜日早朝の順で処理します。 基本的に予定とバッティングする時間帯は避け、かつ、出来るだけ早くバックログを解消することで週末をリラックスして楽しむことを目的にしています","1.7万 ","297","24","2"
"oracletaro","@oracletaro","日本のオラクル?タロットカード全集 @oracletaro カード専門の出版社・株式会社ヴィジョナリー?カンパニーが運営。オラクルカード・タロットカードの情報を発信中。通販サイトは日本一の品揃え。新作はもちろん、絶版品、希少品など珍しい中古カードも取扱中です。  占いカード専門サイト「日本のオラクル・タロットカード全集」 http://card.visionary-c.com","またギリッギリで新しい #コーヒーカード を入稿させたワタシ…くすませたカラーがどんな感じで仕上がってくるのか…仕上がりが待ち遠しいです。とりあえずβ版的に小ロットで作成。二刷り目は改良するかも 3月は21（火・祝)・25(土)・26(日)とイベントが続きます #フォーチュンカード・マーケット","7947 ","484","123","28"
"kanazawa_shrine","@kanazawa_shrine","金澤神社【公式】(金沢神社) @kanazawa_shrine 金澤神社は兼六園の鎮守であり、学問と金運災難除けの神様をお祀りしています 金沢の観光や神社について呟いていきます","おはようございます  金沢の金箔がついに宇宙へ！ 金沢神社にてお祓いを行った金箔が、昨日アメリカのケネディ宇宙センターから、国際宇宙ステーションに向け無事打ち上げられました！ #金沢青年会議所 による【#かなざわスペースデリバリープロジェクト～夢への挑戦～】今後が楽しみです","1万 ","017","483","74"
"25_ni_ko_","@25_ni_ko_","にこ｜HSPと生きる @25_ni_ko_ HSPの認知を広める人｜HSP｜繊細な気質との向き合い方を発信｜25年間自己否定→HSPを知り自分を理解→人生好転｜聞き上手な管理者｜6年間退職者0継続中｜夢は繊細でも生きやすい世の中にすること｜?→「#完璧主義から完了主義」HSPは完璧主義な傾向。100%ではなく80%でいいんだという意識が大切です。","HSPが自己肯定感を上げる方法9選は「?早起きをする」「?身なりを整える」「?感謝の気持ちを持つ」「?自分に正直になる」「?身の回りの整理整頓」「?小さな成功を積み重ねる」「?先延ばしをやめる」「?自分との約束を守る」「?最後はプロフに書きました」","3980 ","388","48","12"
"tryskw","@tryskw","吉川 徹｜マイベストCEO @tryskw 選択サポートサービス「mybest」を運営しています。Googleは「検索」、Amazonは「購買」を変えました。僕らは「選択」の領域を変えていきます。創業5年で月間ユーザー数3500万人。さらに世界展開も視野に入れ、現在8の国と地域に展開中です。スタートアップ、プロダクト、マーケ、組織、事業作りなどについて語ります。","私も昨年夏、サンフランシスコに行った時、日本車の多さに驚愕し、日本が米国で勝った分野であることを肌で実感しました。  EV遅れてるという情報で、Teslaばかりだと思ったら、米国新車販売台数で30%まだ日本がシェアを獲得してる。  当時乗ったUberもホンダで、理由聞いたら、燃費が最高と言ってた。","7239 ","731","3","1"
"2ndjungo","@2ndjungo","ジュンゴ @2ndjungo 人見知りの経営者です｜人間関係やメンタルやお仕事について呟いてます","「楽しい話をしてくれる人」よりも「楽しそうに聞いてくれる人」の方が100倍愛されます。","1.4万 ","-","-","-"
